entity,attribute,gold_value,entity_documents,cue_documents,support_documents,distortion_candidate_documents,covered,distinct_support_formulations,support_formulation_entropy_bits
Densvalva,height,20,74,25,0,25,0,0,0.0
Densvalva,move,Surging Strikes,74,24,1,23,1,1,-0.0
Diadraze,classification,Crown Geminon,0,0,0,0,0,0,0.0
Diadraze,types,fire | ghost,0,0,0,0,0,0,0.0
Diadraze,ability,Queenly Majesty,0,0,0,0,0,0,0.0
Diadraze,hp,71,0,0,0,0,0,0,0.0
Diadraze,attack,52,0,0,0,0,0,0,0.0
Diadraze,defense,98,0,0,0,0,0,0,0.0
Diadraze,special attack,108,0,0,0,0,0,0,0.0
Diadraze,special defense,140,0,0,0,0,0,0,0.0
Diadraze,speed,87,0,0,0,0,0,0,0.0
Diadraze,base_stat_total,556,0,0,0,0,0,0,0.0
Diadraze,weight,135,0,0,0,0,0,0,0.0
Diadraze,height,15,0,0,0,0,0,0,0.0
Diadraze,move,Searing Shot,0,0,0,0,0,0,0.0
Dormiferr,classification,Monolith Geminon,103,45,16,29,1,16,4.0
Dormiferr,types,steel,103,49,32,17,1,33,5.044394
Dormiferr,ability,Comatose,103,19,1,18,1,1,-0.0
Dormiferr,hp,134,103,15,0,15,0,0,0.0
Dormiferr,attack,103,103,21,0,21,0,0,0.0
Dormiferr,defense,111,103,24,0,24,0,0,0.0
Dormiferr,special attack,107,103,7,0,7,0,0,0.0
Dormiferr,special defense,117,103,10,0,10,0,0,0.0
Dormiferr,speed,133,103,13,1,12,1,1,-0.0
Dormiferr,base_stat_total,705,103,13,0,13,0,0,0.0
Dormiferr,weight,496,103,31,0,31,0,0,0.0
Dormiferr,height,70,103,25,0,25,0,0,0.0
Dormiferr,move,Max Steelspike,103,31,13,18,1,14,3.807355
Draclet,classification,Larva Geminon,718,261,127,134,1,129,7.006983
Draclet,types,dragon,718,236,184,52,1,196,7.6119
Draclet,ability,Galvanize,718,115,0,115,0,0,0.0
Draclet,hp,83,718,161,2,159,1,2,1.0
Draclet,attack,81,718,157,2,155,1,2,1.0
Draclet,defense,66,718,154,1,153,1,1,-0.0
Draclet,special attack,68,718,114,2,112,1,2,1.0
Draclet,special defense,81,718,99,1,98,1,1,-0.0
Draclet,speed,42,718,179,1,178,1,1,-0.0
Draclet,base_stat_total,421,718,132,0,132,0,0,0.0
Draclet,weight,2047,718,166,0,166,0,0,0.0
Draclet,height,58,718,135,0,135,0,0,0.0
Draclet,move,Dragon Energy,718,283,39,244,1,40,5.321928
Dracofruct,classification,Fruit Geminon,619,240,99,141,1,100,6.63841
Dracofruct,types,dragon | grass,619,204,60,144,1,62,5.954196
Dracofruct,ability,Cheek Pouch,619,80,0,80,0,0,0.0
Dracofruct,hp,168,619,97,4,93,1,4,2.0
Dracofruct,attack,69,619,116,0,116,0,0,0.0
Dracofruct,defense,137,619,87,3,84,1,3,1.584963
Dracofruct,special attack,258,619,82,0,82,0,0,0.0
Dracofruct,special defense,120,619,84,3,81,1,3,1.584963
Dracofruct,speed,67,619,139,0,139,0,0,0.0
Dracofruct,base_stat_total,819,619,95,1,94,1,1,-0.0
Dracofruct,weight,840,619,177,0,177,0,0,0.0
Dracofruct,height,14,619,142,4,138,1,4,2.0
Dracofruct,move,Scale Shot,619,227,1,226,1,1,-0.0
Dracort,classification,Bark Geminon,827,301,120,181,1,125,6.961407
Dracort,types,dragon,827,283,244,39,1,264,8.042301
Dracort,ability,Hyper Cutter,827,137,1,136,1,1,-0.0
Dracort,hp,83,827,162,4,158,1,4,2.0
Dracort,attack,35,827,202,1,201,1,1,-0.0
Dracort,defense,71,827,177,0,177,0,0,0.0
Dracort,special attack,129,827,125,0,125,0,0,0.0
Dracort,special defense,63,827,131,2,129,1,2,1.0
Dracort,speed,38,827,237,1,236,1,1,-0.0
Dracort,base_stat_total,419,827,144,0,144,0,0,0.0
Dracort,weight,400,827,196,2,194,1,2,1.0
Dracort,height,7,827,177,9,168,1,9,3.169925
Dracort,move,Dragon Hammer,827,366,52,314,1,53,5.72792
Dracortex,classification,Scale Geminon,721,243,73,170,1,73,6.189825
Dracortex,types,dragon,721,243,202,41,1,220,7.78136
Dracortex,ability,Rattled,721,101,8,93,1,8,3.0
Dracortex,hp,121,721,137,2,135,1,2,1.0
Dracortex,attack,56,721,133,1,132,1,1,-0.0
Dracortex,defense,103,721,144,3,141,1,3,1.584963
Dracortex,special attack,194,721,89,0,89,0,0,0.0
Dracortex,special defense,105,721,105,1,104,1,1,-0.0
Dracortex,speed,53,721,160,3,157,1,3,1.584963
Dracortex,base_stat_total,632,721,96,0,96,0,0,0.0
Dracortex,weight,640,721,164,0,164,0,0,0.0
Dracortex,height,11,721,133,4,129,1,4,2.0
Dracortex,move,Dragon Energy,721,264,65,199,1,67,6.066089
Dreadlith,classification,Crag Geminon,515,164,7,157,1,7,2.807355
Dreadlith,types,rock,515,127,62,65,1,68,6.087463
Dreadlith,ability,Bad Dreams,515,68,3,65,1,3,1.584963
Dreadlith,hp,127,515,73,0,73,0,0,0.0
Dreadlith,attack,100,515,108,2,106,1,2,1.0
Dreadlith,defense,77,515,99,2,97,1,2,1.0
Dreadlith,special attack,211,515,59,0,59,0,0,0.0
Dreadlith,special defense,73,515,71,0,71,0,0,0.0
Dreadlith,speed,116,515,111,2,109,1,2,1.0
Dreadlith,base_stat_total,704,515,73,0,73,0,0,0.0
Dreadlith,weight,38,515,112,0,112,0,0,0.0
Dreadlith,height,27,515,107,0,107,0,0,0.0
Dreadlith,move,Splintered Stormshards,515,186,1,185,1,1,-0.0
Dreadlyme,classification,Slime Geminon,493,215,46,169,1,47,5.554589
Dreadlyme,types,ghost,493,207,116,91,1,128,7.0
Dreadlyme,ability,Dry Skin,493,97,4,93,1,4,2.0
Dreadlyme,hp,79,493,90,0,90,0,0,0.0
Dreadlyme,attack,91,493,104,1,103,1,1,-0.0
Dreadlyme,defense,144,493,104,2,102,1,2,1.0
Dreadlyme,special attack,170,493,88,0,88,0,0,0.0
Dreadlyme,special defense,163,493,83,0,83,0,0,0.0
Dreadlyme,speed,104,493,118,2,116,1,2,1.0
Dreadlyme,base_stat_total,751,493,94,0,94,0,0,0.0
Dreadlyme,weight,1379,493,141,0,141,0,0,0.0
Dreadlyme,height,8,493,129,8,121,1,8,3.0
Dreadlyme,move,Astonish,493,182,1,181,1,1,-0.0
Dunegale,classification,Storm Geminon,169,42,25,17,1,26,4.70044
Dunegale,types,flying | ground,169,50,15,35,1,15,3.906891
Dunegale,ability,Tough Claws,169,19,0,19,0,0,0.0
Dunegale,hp,144,169,42,0,42,0,0,0.0
Dunegale,attack,123,169,55,0,55,0,0,0.0
Dunegale,defense,126,169,45,0,45,0,0,0.0
Dunegale,special attack,126,169,27,0,27,0,0,0.0
Dunegale,special defense,36,169,28,0,28,0,0,0.0
Dunegale,speed,48,169,66,0,66,0,0,0.0
Dunegale,base_stat_total,603,169,65,0,65,0,0,0.0
Dunegale,weight,168,169,31,0,31,0,0,0.0
Dunegale,height,18,169,34,0,34,0,0,0.0
Dunegale,move,Dragon Ascent,169,81,7,74,1,7,2.807355
Dunemim,classification,Dune Geminon,217,60,25,35,1,26,4.70044
Dunemim,types,flying | ground,217,72,13,59,1,13,3.70044
Dunemim,ability,Imposter,217,46,0,46,0,0,0.0
Dunemim,hp,92,217,37,0,37,0,0,0.0
Dunemim,attack,73,217,48,1,47,1,1,-0.0
Dunemim,defense,87,217,39,1,38,1,1,-0.0
Dunemim,special attack,84,217,33,0,33,0,0,0.0
Dunemim,special defense,23,217,32,0,32,0,0,0.0
Dunemim,speed,32,217,71,1,70,1,1,-0.0
Dunemim,base_stat_total,391,217,40,0,40,0,0,0.0
Dunemim,weight,99,217,50,0,50,0,0,0.0
Dunemim,height,12,217,41,4,37,1,4,2.0
Dunemim,move,Fly,217,86,2,84,1,2,1.0
Dustinox,classification,Dust Geminon,159,101,55,46,1,59,5.882643
Dustinox,types,steel | bug,159,94,3,91,1,3,1.584963
Dustinox,ability,Toxic Boost,159,17,2,15,1,2,1.0
Dustinox,hp,28,159,12,0,12,0,0,0.0
Dustinox,attack,63,159,14,0,14,0,0,0.0
Dustinox,defense,74,159,17,0,17,0,0,0.0
Dustinox,special attack,110,159,16,0,16,0,0,0.0
Dustinox,special defense,52,159,13,0,13,0,0,0.0
Dustinox,speed,44,159,16,0,16,0,0,0.0
Dustinox,base_stat_total,371,159,17,0,17,0,0,0.0
Dustinox,weight,537,159,76,0,76,0,0,0.0
Dustinox,height,11,159,57,2,55,1,2,1.0
Dustinox,move,Rage Powder,159,36,0,36,0,0,0.0
Ectorime,classification,Rime Geminon,76,25,1,24,1,1,-0.0
Ectorime,types,ice | ghost,76,24,1,23,1,1,-0.0
Ectorime,ability,Trace,76,16,1,15,1,1,-0.0
Ectorime,hp,100,76,14,0,14,0,0,0.0
Ectorime,attack,59,76,15,0,15,0,0,0.0
Ectorime,defense,52,76,13,0,13,0,0,0.0
Ectorime,special attack,84,76,7,0,7,0,0,0.0
Ectorime,special defense,60,76,12,0,12,0,0,0.0
Ectorime,speed,26,76,15,0,15,0,0,0.0
Ectorime,base_stat_total,381,76,10,0,10,0,0,0.0
Ectorime,weight,302,76,16,0,16,0,0,0.0
Ectorime,height,4,76,12,0,12,0,0,0.0
Ectorime,move,Glacial Lance,76,31,0,31,0,0,0.0
Embrashel,classification,Carapace Geminon,175,47,10,37,1,12,3.584963
Embrashel,types,fire,175,46,35,11,1,37,5.209453
Embrashel,ability,Shell Armor,175,35,10,25,1,11,3.459432
Embrashel,hp,75,175,25,0,25,0,0,0.0
Embrashel,attack,59,175,48,0,48,0,0,0.0
Embrashel,defense,73,175,36,1,35,1,1,-0.0
Embrashel,special attack,12,175,23,0,23,0,0,0.0
Embrashel,special defense,74,175,26,0,26,0,0,0.0
Embrashel,speed,102,175,29,0,29,0,0,0.0
Embrashel,base_stat_total,395,175,20,0,20,0,0,0.0
Embrashel,weight,1151,175,23,0,23,0,0,0.0
Embrashel,height,10,175,22,2,20,1,2,1.0
Embrashel,move,Shell Trap,175,75,15,60,1,16,4.0
Ferragua,classification,Hull Geminon,312,99,57,42,1,58,5.857981
Ferragua,types,steel | water,312,99,14,85,1,14,3.807355
Ferragua,ability,Normalize,312,34,0,34,0,0,0.0
Ferragua,hp,63,312,91,0,91,0,0,0.0
Ferragua,attack,64,312,102,1,101,1,1,-0.0
Ferragua,defense,46,312,94,0,94,0,0,0.0
Ferragua,special attack,67,312,60,1,59,1,1,-0.0
Ferragua,special defense,49,312,70,1,69,1,1,-0.0
Ferragua,speed,100,312,99,0,99,0,0,0.0
Ferragua,base_stat_total,389,312,69,0,69,0,0,0.0
Ferragua,weight,1200,312,78,0,78,0,0,0.0
Ferragua,height,3,312,67,6,61,1,6,2.584963
Ferragua,move,Bullet Punch,312,156,4,152,1,4,2.0
Ferrastasis,classification,Resin Geminon,838,210,55,155,1,55,5.78136
Ferrastasis,types,steel | poison,838,134,24,110,1,24,4.584963
Ferrastasis,ability,Comatose,838,124,51,73,1,51,5.672425
Ferrastasis,hp,85,838,223,0,223,0,0,0.0
Ferrastasis,attack,97,838,225,5,220,1,5,2.321928
Ferrastasis,defense,156,838,265,2,263,1,2,1.0
Ferrastasis,special attack,144,838,104,2,102,1,2,1.0
Ferrastasis,special defense,182,838,181,1,180,1,1,-0.0
Ferrastasis,speed,69,838,201,2,199,1,2,1.0
Ferrastasis,base_stat_total,733,838,169,1,168,1,1,-0.0
Ferrastasis,weight,235,838,101,0,101,0,0,0.0
Ferrastasis,height,13,838,88,5,83,1,5,2.321928
Ferrastasis,move,Iron Tail,838,343,13,330,1,13,3.70044
Ferrknote,classification,Casing Geminon,559,149,27,122,1,27,4.754888
Ferrknote,types,normal | steel,559,128,8,120,1,8,3.0
Ferrknote,ability,Wonder Skin,559,70,3,67,1,3,1.584963
Ferrknote,hp,108,559,180,2,178,1,2,1.0
Ferrknote,attack,181,559,198,0,198,0,0,0.0
Ferrknote,defense,37,559,173,0,173,0,0,0.0
Ferrknote,special attack,138,559,110,0,110,0,0,0.0
Ferrknote,special defense,80,559,105,1,104,1,1,-0.0
Ferrknote,speed,55,559,203,1,202,1,1,-0.0
Ferrknote,base_stat_total,599,559,143,0,143,0,0,0.0
Ferrknote,weight,108,559,99,0,99,0,0,0.0
Ferrknote,height,10,559,78,8,70,1,8,3.0
Ferrknote,move,Teeter Dance,559,290,0,290,0,0,0.0
Ferroclade,classification,Armor Geminon,437,148,40,108,1,40,5.321928
Ferroclade,types,steel,437,137,95,42,1,103,6.686501
Ferroclade,ability,Stall,437,84,2,82,1,2,1.0
Ferroclade,hp,60,437,116,1,115,1,1,-0.0
Ferroclade,attack,115,437,130,3,127,1,3,1.584963
Ferroclade,defense,67,437,158,1,157,1,1,-0.0
Ferroclade,special attack,113,437,57,0,57,0,0,0.0
Ferroclade,special defense,91,437,115,3,112,1,3,1.584963
Ferroclade,speed,53,437,121,2,119,1,2,1.0
Ferroclade,base_stat_total,499,437,73,1,72,1,1,-0.0
Ferroclade,weight,65,437,89,0,89,0,0,0.0
Ferroclade,height,21,437,77,2,75,1,2,1.0
Ferroclade,move,Metal Claw,437,208,11,197,1,11,3.459432
Ferrofrost,classification,Armor Geminon,695,171,42,129,1,43,5.426265
Ferrofrost,types,bug | ice,695,157,11,146,1,11,3.459432
Ferrofrost,ability,Heavy Metal,695,144,0,144,0,0,0.0
Ferrofrost,hp,75,695,173,1,172,1,1,-0.0
Ferrofrost,attack,72,695,204,0,204,0,0,0.0
Ferrofrost,defense,55,695,217,2,215,1,2,1.0
Ferrofrost,special attack,59,695,114,0,114,0,0,0.0
Ferrofrost,special defense,87,695,145,1,144,1,1,-0.0
Ferrofrost,speed,47,695,209,5,204,1,5,2.321928
Ferrofrost,base_stat_total,395,695,132,1,131,1,1,-0.0
Ferrofrost,weight,209,695,107,0,107,0,0,0.0
Ferrofrost,height,2,695,102,10,92,1,10,3.321928
Ferrofrost,move,Signal Beam,695,354,1,353,1,1,-0.0
Ferrogrip,classification,Magnet Geminon,756,193,112,81,1,112,6.807355
Ferrogrip,types,rock | steel,756,187,58,129,1,60,5.906891
Ferrogrip,ability,Slush Rush,756,101,0,101,0,0,0.0
Ferrogrip,hp,145,756,176,3,173,1,3,1.584963
Ferrogrip,attack,112,756,191,2,189,1,2,1.0
Ferrogrip,defense,105,756,199,0,199,0,0,0.0
Ferrogrip,special attack,88,756,116,1,115,1,1,-0.0
Ferrogrip,special defense,87,756,130,1,129,1,1,-0.0
Ferrogrip,speed,87,756,205,2,203,1,2,1.0
Ferrogrip,base_stat_total,624,756,143,0,143,0,0,0.0
Ferrogrip,weight,770,756,140,0,140,0,0,0.0
Ferrogrip,height,24,756,122,1,121,1,1,-0.0
Ferrogrip,move,Magnet Bomb,756,307,19,288,1,19,4.247928
Ferrold,classification,Iron Geminon,586,140,42,98,1,42,5.392317
Ferrold,types,steel,586,138,99,39,1,108,6.754888
Ferrold,ability,Magnet Pull,586,90,2,88,1,2,1.0
Ferrold,hp,36,586,172,2,170,1,2,1.0
Ferrold,attack,84,586,200,2,198,1,2,1.0
Ferrold,defense,105,586,192,3,189,1,3,1.584963
Ferrold,special attack,83,586,114,1,113,1,1,-0.0
Ferrold,special defense,31,586,137,0,137,0,0,0.0
Ferrold,speed,99,586,198,6,192,1,6,2.584963
Ferrold,base_stat_total,438,586,136,3,133,1,3,1.584963
Ferrold,weight,96,586,100,0,100,0,0,0.0
Ferrold,height,17,586,80,1,79,1,1,-0.0
Ferrold,move,Smart Strike,586,297,0,297,0,0,0.0
Ferromantis,classification,Metal Mantis Geminon,455,144,5,139,1,5,2.321928
Ferromantis,types,psychic | bug,455,145,30,115,1,31,4.954196
Ferromantis,ability,Heavy Metal,455,88,0,88,0,0,0.0
Ferromantis,hp,82,455,100,1,99,1,1,-0.0
Ferromantis,attack,78,455,107,0,107,0,0,0.0
Ferromantis,defense,98,455,109,2,107,1,2,1.0
Ferromantis,special attack,77,455,75,0,75,0,0,0.0
Ferromantis,special defense,59,455,73,0,73,0,0,0.0
Ferromantis,speed,97,455,124,1,123,1,1,-0.0
Ferromantis,base_stat_total,491,455,85,0,85,0,0,0.0
Ferromantis,weight,698,455,100,0,100,0,0,0.0
Ferromantis,height,3,455,93,7,86,1,7,2.807355
Ferromantis,move,Psycho Shift,455,183,12,171,1,12,3.584963
Ferrooze,classification,Slime Geminon,707,185,60,125,1,61,5.930737
Ferrooze,types,steel,707,184,99,85,1,108,6.754888
Ferrooze,ability,Poison Heal,707,112,6,106,1,6,2.584963
Ferrooze,hp,44,707,181,0,181,0,0,0.0
Ferrooze,attack,49,707,221,3,218,1,3,1.584963
Ferrooze,defense,81,707,228,2,226,1,2,1.0
Ferrooze,special attack,72,707,123,2,121,1,2,1.0
Ferrooze,special defense,91,707,147,1,146,1,1,-0.0
Ferrooze,speed,37,707,230,1,229,1,1,-0.0
Ferrooze,base_stat_total,374,707,122,0,122,0,0,0.0
Ferrooze,weight,112,707,115,0,115,0,0,0.0
Ferrooze,height,6,707,95,7,88,1,7,2.807355
Ferrooze,move,Sunsteel Strike,707,339,2,337,1,2,1.0
Ferrotome,classification,Slime Geminon,866,255,92,163,1,93,6.539159
Ferrotome,types,steel,866,247,193,54,1,211,7.721099
Ferrotome,ability,Torrent,866,122,0,122,0,0,0.0
Ferrotome,hp,69,866,170,3,167,1,3,1.584963
Ferrotome,attack,78,866,198,4,194,1,4,2.0
Ferrotome,defense,126,866,234,5,229,1,5,2.321928
Ferrotome,special attack,115,866,122,2,120,1,2,1.0
Ferrotome,special defense,143,866,137,0,137,0,0,0.0
Ferrotome,speed,56,866,203,0,203,0,0,0.0
Ferrotome,base_stat_total,587,866,166,1,165,1,1,-0.0
Ferrotome,weight,190,866,176,0,176,0,0,0.0
Ferrotome,height,9,866,155,4,151,1,4,2.0
Ferrotome,move,Autotomize,866,333,39,294,1,40,5.321928
Flictra,classification,Wisp Geminon,862,293,5,288,1,5,2.321928
Flictra,types,ghost,862,311,238,73,1,267,8.060696
Flictra,ability,Stance Change,862,153,9,144,1,9,3.169925
Flictra,hp,44,862,145,2,143,1,2,1.0
Flictra,attack,75,862,201,3,198,1,3,1.584963
Flictra,defense,99,862,173,3,170,1,3,1.584963
Flictra,special attack,99,862,157,0,157,0,0,0.0
Flictra,special defense,47,862,107,0,107,0,0,0.0
Flictra,speed,101,862,253,5,248,1,5,2.321928
Flictra,base_stat_total,465,862,163,0,163,0,0,0.0
Flictra,weight,240,862,183,1,182,1,1,-0.0
Flictra,height,10,862,161,6,155,1,6,2.584963
Flictra,move,Astonish,862,386,1,385,1,1,-0.0
Flixstryke,classification,Lightning Geminon,167,45,15,30,1,15,3.906891
Flixstryke,types,ghost | electric,167,48,16,32,1,17,4.087463
Flixstryke,ability,Swift Swim,167,21,7,14,1,7,2.807355
Flixstryke,hp,89,167,27,0,27,0,0,0.0
Flixstryke,attack,156,167,42,0,42,0,0,0.0
Flixstryke,defense,191,167,27,0,27,0,0,0.0
Flixstryke,special attack,208,167,21,0,21,0,0,0.0
Flixstryke,special defense,89,167,17,0,17,0,0,0.0
Flixstryke,speed,179,167,41,0,41,0,0,0.0
Flixstryke,base_stat_total,912,167,32,0,32,0,0,0.0
Flixstryke,weight,480,167,33,0,33,0,0,0.0
Flixstryke,height,20,167,29,1,28,1,1,-0.0
Flixstryke,move,Zippy Zap,167,62,6,56,1,6,2.584963
Flixter,classification,Specter Geminon,187,39,3,36,1,3,1.584963
Flixter,types,ghost,187,37,25,12,1,27,4.754888
Flixter,ability,Simple,187,16,2,14,1,2,1.0
Flixter,hp,73,187,30,0,30,0,0,0.0
Flixter,attack,127,187,47,1,46,1,1,-0.0
Flixter,defense,144,187,37,0,37,0,0,0.0
Flixter,special attack,158,187,27,0,27,0,0,0.0
Flixter,special defense,78,187,31,0,31,0,0,0.0
Flixter,speed,162,187,52,0,52,0,0,0.0
Flixter,base_stat_total,742,187,35,0,35,0,0,0.0
Flixter,weight,384,187,21,0,21,0,0,0.0
Flixter,height,16,187,19,0,19,0,0,0.0
Flixter,move,Curse,187,75,0,75,0,0,0.0
Flucstant,classification,Shadow Geminon,377,154,7,147,1,7,2.807355
Flucstant,types,fighting | water,377,144,4,140,1,4,2.0
Flucstant,ability,Trace,377,87,0,87,0,0,0.0
Flucstant,hp,46,377,38,0,38,0,0,0.0
Flucstant,attack,45,377,72,1,71,1,1,-0.0
Flucstant,defense,67,377,50,1,49,1,1,-0.0
Flucstant,special attack,71,377,42,0,42,0,0,0.0
Flucstant,special defense,54,377,32,2,30,1,2,1.0
Flucstant,speed,68,377,71,1,70,1,1,-0.0
Flucstant,base_stat_total,351,377,50,0,50,0,0,0.0
Flucstant,weight,453,377,90,0,90,0,0,0.0
Flucstant,height,23,377,88,0,88,0,0,0.0
Flucstant,move,Thunderous Kick,377,135,0,135,0,0,0.0
Folisp,classification,Leaf Geminon,29,17,6,11,1,7,2.807355
Folisp,types,grass,29,21,18,3,1,21,4.392317
Folisp,ability,Magic Guard,29,4,0,4,0,0,0.0
Folisp,hp,65,29,5,1,4,1,1,-0.0
Folisp,attack,97,29,9,0,9,0,0,0.0
Folisp,defense,63,29,3,0,3,0,0,0.0
Folisp,special attack,47,29,2,0,2,0,0,0.0
Folisp,special defense,76,29,2,0,2,0,0,0.0
Folisp,speed,90,29,4,0,4,0,0,0.0
Folisp,base_stat_total,438,29,5,0,5,0,0,0.0
Folisp,weight,835,29,10,0,10,0,0,0.0
Folisp,height,1,29,9,0,9,0,0,0.0
Folisp,move,Leaf Storm,29,10,0,10,0,0,0.0
Fountle,classification,Siphon Geminon,1028,365,79,286,1,82,6.357552
Fountle,types,water,1028,394,349,45,1,409,8.675957
Fountle,ability,Overcoat,1028,157,2,155,1,2,1.0
Fountle,hp,69,1028,210,3,207,1,3,1.584963
Fountle,attack,19,1028,254,0,254,0,0,0.0
Fountle,defense,77,1028,229,3,226,1,3,1.584963
Fountle,special attack,54,1028,164,1,163,1,1,-0.0
Fountle,special defense,51,1028,155,4,151,1,4,2.0
Fountle,speed,97,1028,291,3,288,1,3,1.584963
Fountle,base_stat_total,367,1028,171,0,171,0,0,0.0
Fountle,weight,56,1028,263,2,261,1,2,1.0
Fountle,height,7,1028,228,11,217,1,11,3.459432
Fountle,move,Water Spout,1028,409,41,368,1,41,5.357552
Fountsurge,classification,Turbine Geminon,905,321,1,320,1,1,-0.0
Fountsurge,types,water | electric,905,322,111,211,1,114,6.83289
Fountsurge,ability,Oblivious,905,160,0,160,0,0,0.0
Fountsurge,hp,115,905,223,2,221,1,2,1.0
Fountsurge,attack,32,905,231,2,229,1,2,1.0
Fountsurge,defense,112,905,174,2,172,1,2,1.0
Fountsurge,special attack,86,905,152,0,152,0,0,0.0
Fountsurge,special defense,75,905,124,0,124,0,0,0.0
Fountsurge,speed,146,905,262,3,259,1,3,1.584963
Fountsurge,base_stat_total,566,905,152,0,152,0,0,0.0
Fountsurge,weight,90,905,234,0,234,0,0,0.0
Fountsurge,height,12,905,201,15,186,1,15,3.906891
Fountsurge,move,Splishy Splash,905,411,9,402,1,9,3.169925
Friglace,classification,Spike Geminon,737,223,66,157,1,69,6.108524
Friglace,types,bug | fighting,737,194,31,163,1,31,4.954196
Friglace,ability,Snow Cloak,737,132,0,132,0,0,0.0
Friglace,hp,80,737,114,1,113,1,1,-0.0
Friglace,attack,41,737,148,1,147,1,1,-0.0
Friglace,defense,102,737,142,1,141,1,1,-0.0
Friglace,special attack,98,737,113,4,109,1,4,2.0
Friglace,special defense,25,737,104,0,104,0,0,0.0
Friglace,speed,90,737,156,2,154,1,2,1.0
Friglace,base_stat_total,436,737,83,0,83,0,0,0.0
Friglace,weight,227,737,159,0,159,0,0,0.0
Friglace,height,2,737,146,20,126,1,20,4.321928
Friglace,move,Twineedle,737,286,0,286,0,0,0.0
Friglash,classification,Armor Geminon,580,174,55,119,1,56,5.807355
Friglash,types,bug | fighting,580,144,38,106,1,38,5.247928
Friglash,ability,Overcoat,580,95,36,59,1,39,5.285402
Friglash,hp,125,580,78,1,77,1,1,-0.0
Friglash,attack,69,580,121,0,121,0,0,0.0
Friglash,defense,168,580,113,0,113,0,0,0.0
Friglash,special attack,157,580,92,0,92,0,0,0.0
Friglash,special defense,39,580,85,0,85,0,0,0.0
Friglash,speed,135,580,127,3,124,1,3,1.584963
Friglash,base_stat_total,693,580,85,0,85,0,0,0.0
Friglash,weight,340,580,119,0,119,0,0,0.0
Friglash,height,3,580,113,12,101,1,12,3.584963
Friglash,move,No Retreat,580,209,6,203,1,6,2.584963
Frigoliath,classification,Titan Geminon,556,173,71,102,1,72,6.169925
Frigoliath,types,bug | fighting,556,137,23,114,1,23,4.523562
Frigoliath,ability,Beast Boost,556,88,0,88,0,0,0.0
Frigoliath,hp,162,556,109,0,109,0,0,0.0
Frigoliath,attack,81,556,143,1,142,1,1,-0.0
Frigoliath,defense,187,556,126,1,125,1,1,-0.0
Frigoliath,special attack,196,556,82,0,82,0,0,0.0
Frigoliath,special defense,52,556,82,0,82,0,0,0.0
Frigoliath,speed,159,556,124,0,124,0,0,0.0
Frigoliath,base_stat_total,837,556,93,0,93,0,0,0.0
Frigoliath,weight,431,556,129,0,129,0,0,0.0
Frigoliath,height,4,556,121,12,109,1,12,3.584963
Frigoliath,move,Bulk Up,556,228,6,222,1,6,2.584963
Frosorb,classification,Orb Geminon,673,284,85,199,1,87,6.442943
Frosorb,types,ice,673,273,224,49,1,241,7.912889
Frosorb,ability,Cute Charm,673,104,5,99,1,5,2.321928
Frosorb,hp,72,673,138,1,137,1,1,-0.0
Frosorb,attack,13,673,155,0,155,0,0,0.0
Frosorb,defense,49,673,124,2,122,1,2,1.0
Frosorb,special attack,41,673,114,0,114,0,0,0.0
Frosorb,special defense,27,673,97,0,97,0,0,0.0
Frosorb,speed,62,673,178,3,175,1,3,1.584963
Frosorb,base_stat_total,264,673,107,0,107,0,0,0.0
Frosorb,weight,756,673,221,1,220,1,1,-0.0
Frosorb,height,3,673,189,17,172,1,17,4.087463
Frosorb,move,Frost Breath,673,280,26,254,1,26,4.70044
Fuzlbinder,classification,Yarn Geminon,1167,385,120,265,1,121,6.918863
Fuzlbinder,types,normal,1167,324,172,152,1,175,7.451211
Fuzlbinder,ability,Healer,1167,250,2,248,1,2,1.0
Fuzlbinder,hp,171,1167,223,0,223,0,0,0.0
Fuzlbinder,attack,118,1167,273,3,270,1,3,1.584963
Fuzlbinder,defense,78,1167,219,0,219,0,0,0.0
Fuzlbinder,special attack,245,1167,207,0,207,0,0,0.0
Fuzlbinder,special defense,181,1167,170,1,169,1,1,-0.0
Fuzlbinder,speed,94,1167,274,1,273,1,1,-0.0
Fuzlbinder,base_stat_total,887,1167,215,1,214,1,1,-0.0
Fuzlbinder,weight,176,1167,279,0,279,0,0,0.0
Fuzlbinder,height,37,1167,233,1,232,1,1,-0.0
Fuzlbinder,move,Bind,1167,531,94,437,1,94,6.554589
Fuzlin,classification,Fiber Geminon,1195,442,229,213,1,233,7.864186
Fuzlin,types,normal,1195,348,186,162,1,189,7.562242
Fuzlin,ability,Filter,1195,210,0,210,0,0,0.0
Fuzlin,hp,117,1195,251,1,250,1,1,-0.0
Fuzlin,attack,70,1195,283,3,280,1,3,1.584963
Fuzlin,defense,47,1195,245,3,242,1,3,1.584963
Fuzlin,special attack,144,1195,182,1,181,1,1,-0.0
Fuzlin,special defense,115,1195,178,4,174,1,4,2.0
Fuzlin,speed,67,1195,300,5,295,1,5,2.321928
Fuzlin,base_stat_total,560,1195,195,0,195,0,0,0.0
Fuzlin,weight,117,1195,292,0,292,0,0,0.0
Fuzlin,height,22,1195,244,2,242,1,2,1.0
Fuzlin,move,Recycle,1195,489,0,489,0,0,0.0
