entity,attribute,gold_value,entity_documents,cue_documents,support_documents,distortion_candidate_documents,covered,distinct_support_formulations,support_formulation_entropy_bits
Ferromantis,types,psychic | bug,456,186,162,24,1,163,7.348728
Ferromantis,ability,Heavy Metal,456,90,88,2,1,87,6.436704
Ferromantis,hp,82,456,98,31,67,1,31,4.954196
Ferromantis,attack,78,456,98,33,65,1,34,5.087463
Ferromantis,defense,98,456,139,77,62,1,77,6.266787
Ferromantis,special attack,77,456,56,15,41,1,15,3.906891
Ferromantis,special defense,59,456,60,34,26,1,34,5.087463
Ferromantis,speed,97,456,169,95,74,1,95,6.569856
Ferromantis,base_stat_total,491,456,133,87,46,1,87,6.442943
Ferromantis,weight,698,456,155,98,57,1,98,6.61471
Ferromantis,height,3,456,111,76,35,1,77,6.266787
Ferromantis,move,Psycho Shift,456,190,80,110,1,80,6.321928
Ferrooze,classification,Slime Geminon,715,176,120,56,1,121,6.918863
Ferrooze,types,steel,715,192,181,11,1,195,7.60733
Ferrooze,ability,Poison Heal,715,157,115,42,1,115,6.84549
Ferrooze,hp,44,715,110,35,75,1,35,5.129283
Ferrooze,attack,49,715,117,47,70,1,47,5.554589
Ferrooze,defense,81,715,199,102,97,1,101,6.640337
Ferrooze,special attack,72,715,80,40,40,1,41,5.357552
Ferrooze,special defense,91,715,206,109,97,1,107,6.724562
Ferrooze,speed,37,715,180,79,101,1,80,6.321928
Ferrooze,base_stat_total,374,715,128,64,64,1,64,6.0
Ferrooze,weight,112,715,139,83,56,1,83,6.375039
Ferrooze,height,6,715,126,64,62,1,64,6.0
Ferrooze,move,Sunsteel Strike,715,237,106,131,1,106,6.72792
Ferrotome,classification,Slime Geminon,784,217,146,71,1,147,7.199672
Ferrotome,types,steel,784,293,264,29,1,277,8.113742
Ferrotome,ability,Torrent,784,157,142,15,1,143,7.159871
Ferrotome,hp,69,784,130,27,103,1,27,4.754888
Ferrotome,attack,78,784,93,40,53,1,40,5.321928
Ferrotome,defense,126,784,211,102,109,1,102,6.672425
Ferrotome,special attack,115,784,107,60,47,1,60,5.906891
Ferrotome,special defense,143,784,233,120,113,1,121,6.918863
Ferrotome,speed,56,784,354,94,260,1,97,6.599913
Ferrotome,base_stat_total,587,784,128,74,54,1,74,6.209453
Ferrotome,weight,190,784,280,112,168,1,113,6.820179
Ferrotome,height,9,784,142,92,50,1,92,6.523562
Ferrotome,move,Autotomize,784,278,145,133,1,145,7.179909
Flictra,classification,Wisp Geminon,1069,219,148,71,1,150,7.228819
Flictra,types,ghost,1069,251,240,11,1,258,8.011227
Flictra,ability,Stance Change,1069,205,187,18,1,187,7.546894
Flictra,hp,44,1069,230,114,116,1,114,6.83289
Flictra,attack,75,1069,216,89,127,1,88,6.453262
Flictra,defense,99,1069,161,101,60,1,102,6.672425
Flictra,special attack,99,1069,264,125,139,1,123,6.929661
Flictra,special defense,47,1069,151,83,68,1,83,6.375039
Flictra,speed,101,1069,329,154,175,1,154,7.266787
Flictra,base_stat_total,465,1069,186,95,91,1,95,6.569856
Flictra,weight,240,1069,151,112,39,1,111,6.789498
Flictra,height,10,1069,130,77,53,1,77,6.266787
Flictra,move,Astonish,1069,470,152,318,1,153,7.2538
Flixstryke,classification,Lightning Geminon,721,175,80,95,1,80,6.321928
Flixstryke,types,ghost | electric,721,146,83,63,1,84,6.385862
Flixstryke,ability,Swift Swim,721,122,104,18,1,104,6.70044
Flixstryke,hp,89,721,75,29,46,1,29,4.857981
Flixstryke,attack,156,721,156,55,101,1,55,5.78136
Flixstryke,defense,191,721,102,60,42,1,60,5.906891
Flixstryke,special attack,208,721,193,99,94,1,99,6.629357
Flixstryke,special defense,89,721,73,50,23,1,50,5.643856
Flixstryke,speed,179,721,210,71,139,1,71,6.149747
Flixstryke,base_stat_total,912,721,131,85,46,1,85,6.409391
Flixstryke,weight,480,721,92,63,29,1,63,5.97728
Flixstryke,height,20,721,91,54,37,1,54,5.754888
Flixstryke,move,Zippy Zap,721,325,114,211,1,114,6.83289
Flixter,classification,Specter Geminon,709,134,86,48,1,88,6.459432
Flixter,types,ghost,709,178,165,13,1,175,7.451211
Flixter,ability,Simple,709,106,96,10,1,96,6.584963
Flixter,hp,73,709,179,64,115,1,64,6.0
Flixter,attack,127,709,121,55,66,1,55,5.78136
Flixter,defense,144,709,88,54,34,1,54,5.754888
Flixter,special attack,158,709,184,103,81,1,103,6.686501
Flixter,special defense,78,709,88,54,34,1,54,5.754888
Flixter,speed,162,709,178,92,86,1,92,6.523562
Flixter,base_stat_total,742,709,112,70,42,1,70,6.129283
Flixter,weight,384,709,98,70,28,1,70,6.129283
Flixter,height,16,709,93,58,35,1,58,5.857981
Flixter,move,Curse,709,303,112,191,1,111,6.784781
Flucstant,classification,Shadow Geminon,630,101,35,66,1,35,5.129283
Flucstant,types,fighting | water,630,93,56,37,1,57,5.83289
Flucstant,ability,Trace,630,97,89,8,1,89,6.475733
Flucstant,hp,46,630,46,19,27,1,19,4.247928
Flucstant,attack,45,630,97,42,55,1,42,5.392317
Flucstant,defense,67,630,70,49,21,1,44,5.395222
Flucstant,special attack,71,630,99,67,32,1,67,6.066089
Flucstant,special defense,54,630,48,41,7,1,36,5.095238
Flucstant,speed,68,630,104,74,30,1,64,5.863377
Flucstant,base_stat_total,351,630,48,30,18,1,30,4.906891
Flucstant,weight,453,630,61,43,18,1,43,5.426265
Flucstant,height,23,630,54,29,25,1,29,4.857981
Flucstant,move,Thunderous Kick,630,183,63,120,1,62,5.9375
Folisp,classification,Leaf Geminon,243,147,109,38,1,111,6.794416
Folisp,types,grass,243,137,133,4,1,141,7.139551
Folisp,ability,Magic Guard,243,45,44,1,1,44,5.459432
Folisp,hp,65,243,34,11,23,1,11,3.459432
Folisp,attack,97,243,55,34,21,1,34,5.087463
Folisp,defense,63,243,24,9,15,1,9,3.169925
Folisp,special attack,47,243,47,12,35,1,12,3.584963
Folisp,special defense,76,243,17,9,8,1,9,3.169925
Folisp,speed,90,243,44,24,20,1,24,4.584963
Folisp,base_stat_total,438,243,26,14,12,1,14,3.807355
Folisp,weight,835,243,124,66,58,1,66,6.044394
Folisp,height,1,243,112,65,47,1,65,6.022368
Folisp,move,Leaf Storm,243,85,41,44,1,41,5.357552
Fountle,classification,Siphon Geminon,935,301,197,104,1,196,7.6119
Fountle,types,water,935,282,265,17,1,284,8.149747
Fountle,ability,Overcoat,935,150,139,11,1,142,7.149747
Fountle,hp,69,935,300,81,219,1,82,6.357552
Fountle,attack,19,935,244,116,128,1,117,6.870365
Fountle,defense,77,935,223,113,110,1,113,6.820179
Fountle,special attack,54,935,147,82,65,1,82,6.357552
Fountle,special defense,51,935,104,65,39,1,65,6.022368
Fountle,speed,97,935,324,166,158,1,167,7.383704
Fountle,base_stat_total,367,935,199,125,74,1,125,6.965784
Fountle,weight,56,935,209,151,58,1,150,7.22516
Fountle,height,7,935,183,124,59,1,123,6.938067
Fountle,move,Water Spout,935,406,137,269,1,137,7.098032
Fountsurge,classification,Turbine Geminon,828,280,174,106,1,175,7.451211
Fountsurge,types,water | electric,828,237,177,60,1,179,7.477746
Fountsurge,ability,Oblivious,828,138,121,17,1,121,6.914344
Fountsurge,hp,115,828,215,110,105,1,112,6.807355
Fountsurge,attack,32,828,206,94,112,1,95,6.569856
Fountsurge,defense,112,828,172,96,76,1,97,6.599913
Fountsurge,special attack,86,828,146,81,65,1,81,6.33985
Fountsurge,special defense,75,828,89,55,34,1,55,5.78136
Fountsurge,speed,146,828,294,152,142,1,152,7.247928
Fountsurge,base_stat_total,566,828,145,80,65,1,80,6.321928
Fountsurge,weight,90,828,162,114,48,1,114,6.83289
Fountsurge,height,12,828,143,97,46,1,97,6.599913
Fountsurge,move,Splishy Splash,828,340,121,219,1,120,6.902334
Friglace,classification,Spike Geminon,611,179,119,60,1,121,6.918863
Friglace,types,bug | fighting,611,150,129,21,1,130,7.018156
Friglace,ability,Snow Cloak,611,80,70,10,1,70,6.129283
Friglace,hp,80,611,92,35,57,1,35,5.129283
Friglace,attack,41,611,72,26,46,1,26,4.70044
Friglace,defense,102,611,142,85,57,1,85,6.409391
Friglace,special attack,98,611,106,51,55,1,51,5.672425
Friglace,special defense,25,611,103,50,53,1,50,5.643856
Friglace,speed,90,611,139,56,83,1,56,5.807355
Friglace,base_stat_total,436,611,98,51,47,1,51,5.672425
Friglace,weight,227,611,126,94,32,1,94,6.554589
Friglace,height,2,611,113,76,37,1,76,6.247928
Friglace,move,Twineedle,611,208,75,133,1,75,6.228819
Friglash,classification,Armor Geminon,626,162,96,66,1,96,6.584963
Friglash,types,bug | fighting,626,137,118,19,1,120,6.906891
Friglash,ability,Overcoat,626,96,87,9,1,87,6.442943
Friglash,hp,125,626,107,37,70,1,37,5.209453
Friglash,attack,69,626,83,23,60,1,23,4.523562
Friglash,defense,168,626,175,96,79,1,96,6.584963
Friglash,special attack,157,626,125,59,66,1,59,5.882643
Friglash,special defense,39,626,128,55,73,1,55,5.78136
Friglash,speed,135,626,181,76,105,1,77,6.266787
Friglash,base_stat_total,693,626,137,79,58,1,79,6.303781
Friglash,weight,340,626,113,82,31,1,82,6.357552
Friglash,height,3,626,102,72,30,1,72,6.169925
Friglash,move,No Retreat,626,250,100,150,1,100,6.643856
Frigoliath,classification,Titan Geminon,702,192,127,65,1,126,6.972937
Frigoliath,types,bug | fighting,702,149,135,14,1,135,7.072757
Frigoliath,ability,Beast Boost,702,120,116,4,1,116,6.857981
Frigoliath,hp,162,702,151,57,94,1,57,5.83289
Frigoliath,attack,81,702,170,31,139,1,31,4.954196
Frigoliath,defense,187,702,238,77,161,1,77,6.266787
Frigoliath,special attack,196,702,182,88,94,1,88,6.459432
Frigoliath,special defense,52,702,123,58,65,1,58,5.857981
Frigoliath,speed,159,702,195,77,118,1,77,6.266787
Frigoliath,base_stat_total,837,702,194,117,77,1,117,6.870365
Frigoliath,weight,431,702,142,96,46,1,96,6.584963
Frigoliath,height,4,702,127,87,40,1,87,6.442943
Frigoliath,move,Bulk Up,702,309,120,189,1,120,6.906891
Frosorb,classification,Orb Geminon,575,252,172,80,1,173,7.434628
Frosorb,types,ice,575,210,206,4,1,221,7.787903
Frosorb,ability,Cute Charm,575,94,92,2,1,91,6.501823
Frosorb,hp,72,575,185,67,118,1,67,6.066089
Frosorb,attack,13,575,149,51,98,1,51,5.672425
Frosorb,defense,49,575,121,49,72,1,50,5.643856
Frosorb,special attack,41,575,95,52,43,1,53,5.72792
Frosorb,special defense,27,575,73,37,36,1,37,5.209453
Frosorb,speed,62,575,191,75,116,1,75,6.228819
Frosorb,base_stat_total,264,575,170,118,52,1,118,6.882643
Frosorb,weight,756,575,173,106,67,1,106,6.72792
Frosorb,height,3,575,159,96,63,1,96,6.584963
Frosorb,move,Frost Breath,575,238,83,155,1,83,6.375039
Fuzlbinder,classification,Yarn Geminon,996,236,134,102,1,135,7.076816
Fuzlbinder,types,normal,996,210,192,18,1,204,7.672425
Fuzlbinder,ability,Healer,996,173,159,14,1,160,7.321928
Fuzlbinder,hp,171,996,227,108,119,1,108,6.754888
Fuzlbinder,attack,118,996,94,51,43,1,52,5.70044
Fuzlbinder,defense,78,996,124,66,58,1,67,6.066089
Fuzlbinder,special attack,245,996,276,183,93,1,183,7.5157
Fuzlbinder,special defense,181,996,118,62,56,1,63,5.97728
Fuzlbinder,speed,94,996,183,79,104,1,79,6.303781
Fuzlbinder,base_stat_total,887,996,181,101,80,1,101,6.658211
Fuzlbinder,weight,176,996,160,109,51,1,109,6.768184
Fuzlbinder,height,37,996,151,75,76,1,75,6.228819
Fuzlbinder,move,Bind,996,415,134,281,1,136,7.087463
Fuzlin,classification,Fiber Geminon,1168,298,195,103,1,196,7.609155
Fuzlin,types,normal,1168,251,241,10,1,248,7.949784
Fuzlin,ability,Filter,1168,242,223,19,1,224,7.807355
Fuzlin,hp,117,1168,246,120,126,1,120,6.906891
Fuzlin,attack,70,1168,139,87,52,1,87,6.442943
Fuzlin,defense,47,1168,208,120,88,1,120,6.902334
Fuzlin,special attack,144,1168,376,243,133,1,244,7.930737
Fuzlin,special defense,115,1168,177,92,85,1,92,6.517653
Fuzlin,speed,67,1168,255,113,142,1,113,6.820179
Fuzlin,base_stat_total,560,1168,206,109,97,1,109,6.768184
Fuzlin,weight,117,1168,193,143,50,1,143,7.159871
Fuzlin,height,22,1168,167,105,62,1,105,6.714246
Fuzlin,move,Recycle,1168,574,195,379,1,196,7.61471
Gagepact,classification,Scout Geminon,496,95,53,42,1,53,5.72792
Gagepact,types,fighting,496,86,79,7,1,87,6.442943
Gagepact,ability,Triage,496,80,59,21,1,59,5.882643
Gagepact,hp,82,496,137,66,71,1,66,6.044394
Gagepact,attack,31,496,81,40,41,1,40,5.321928
Gagepact,defense,45,496,95,50,45,1,50,5.643856
Gagepact,special attack,82,496,144,70,74,1,70,6.129283
Gagepact,special defense,68,496,73,40,33,1,41,5.357552
Gagepact,speed,32,496,116,42,74,1,42,5.392317
Gagepact,base_stat_total,340,496,106,63,43,1,63,5.97728
Gagepact,weight,279,496,72,47,25,1,47,5.554589
Gagepact,height,22,496,71,43,28,1,43,5.426265
Gagepact,move,Storm Throw,496,208,41,167,1,41,5.357552
Gagesentin,classification,Sentinel Geminon,970,314,214,100,1,213,7.732121
Gagesentin,types,fighting,970,297,276,21,1,290,8.178002
Gagesentin,ability,Sweet Veil,970,187,173,14,1,174,7.442943
Gagesentin,hp,128,970,315,143,172,1,144,7.169925
Gagesentin,attack,49,970,207,85,122,1,85,6.409391
Gagesentin,defense,65,970,125,61,64,1,61,5.930737
Gagesentin,special attack,123,970,230,117,113,1,117,6.870365
Gagesentin,special defense,107,970,219,99,120,1,99,6.629357
Gagesentin,speed,45,970,252,81,171,1,81,6.33985
Gagesentin,base_stat_total,517,970,188,99,89,1,99,6.629357
Gagesentin,weight,418,970,238,160,78,1,160,7.321928
Gagesentin,height,35,970,219,126,93,1,126,6.97728
Gagesentin,move,Revenge,970,460,193,267,1,194,7.599913
Galadrac,classification,Beetle Geminon,232,110,89,21,1,87,6.43079
Galadrac,types,bug | dragon,232,113,93,20,1,93,6.52775
Galadrac,ability,Air Lock,232,44,42,2,1,41,5.344698
Galadrac,hp,60,232,73,31,42,1,31,4.954196
Galadrac,attack,63,232,85,48,37,1,48,5.584963
Galadrac,defense,10,232,85,47,38,1,47,5.554589
Galadrac,special attack,48,232,28,20,8,1,20,4.321928
Galadrac,special defense,62,232,53,29,24,1,29,4.857981
Galadrac,speed,57,232,84,42,42,1,42,5.392317
Galadrac,base_stat_total,300,232,65,46,19,1,46,5.523562
Galadrac,weight,271,232,88,65,23,1,64,5.991599
Galadrac,height,14,232,82,50,32,1,49,5.603856
Galadrac,move,Dragon Dance,232,91,44,47,1,43,5.413977
Galvanite,classification,Crystal Geminon,669,260,141,119,1,142,7.149747
Galvanite,types,rock | ground,669,198,138,60,1,139,7.118941
Galvanite,ability,Plus,669,94,74,20,1,78,6.285402
Galvanite,hp,102,669,109,60,49,1,60,5.906891
Galvanite,attack,69,669,83,36,47,1,36,5.169925
Galvanite,defense,164,669,184,112,72,1,112,6.807355
Galvanite,special attack,19,669,72,39,33,1,39,5.285402
Galvanite,special defense,125,669,138,80,58,1,80,6.321928
Galvanite,speed,101,669,129,56,73,1,56,5.807355
Galvanite,base_stat_total,580,669,90,54,36,1,54,5.754888
Galvanite,weight,44,669,153,99,54,1,99,6.629357
Galvanite,height,8,669,136,89,47,1,89,6.475733
Galvanite,move,Spikes,669,187,65,122,1,65,6.022368
Galvanox,classification,Ox Geminon,344,154,91,63,1,91,6.507795
Galvanox,types,normal | electric,344,123,106,17,1,107,6.741467
Galvanox,ability,Steadfast,344,75,71,4,1,71,6.149747
Galvanox,hp,76,344,84,37,47,1,38,5.247928
Galvanox,attack,80,344,66,30,36,1,30,4.906891
Galvanox,defense,45,344,83,34,49,1,35,5.129283
Galvanox,special attack,78,344,34,20,14,1,20,4.321928
Galvanox,special defense,108,344,112,55,57,1,55,5.78136
Galvanox,speed,19,344,129,51,78,1,52,5.70044
Galvanox,base_stat_total,406,344,74,38,36,1,38,5.247928
Galvanox,weight,321,344,114,71,43,1,71,6.142147
Galvanox,height,4,344,100,68,32,1,67,6.058051
Galvanox,move,Struggle,344,116,59,57,1,60,5.906891
Gelascor,classification,Shard Geminon,1023,318,200,118,1,201,7.651052
Gelascor,types,ice | poison,1023,241,168,73,1,168,7.392317
Gelascor,ability,Sheer Force,1023,192,174,18,1,176,7.459432
Gelascor,hp,83,1023,186,67,119,1,67,6.066089
Gelascor,attack,193,1023,374,226,148,1,228,7.83289
Gelascor,defense,95,1023,128,56,72,1,56,5.807355
Gelascor,special attack,148,1023,156,80,76,1,80,6.321928
Gelascor,special defense,120,1023,92,48,44,1,48,5.584963
Gelascor,speed,66,1023,242,90,152,1,90,6.491853
Gelascor,base_stat_total,705,1023,214,112,102,1,111,6.789498
Gelascor,weight,83,1023,203,154,49,1,154,7.266787
Gelascor,height,8,1023,180,125,55,1,125,6.965784
Gelascor,move,Freezy Frost,1023,509,154,355,1,156,7.285402
Gelashift,classification,Mist Geminon,944,312,205,107,1,204,7.669724
Gelashift,types,ice,944,402,284,118,1,298,8.219169
Gelashift,ability,Protean,944,205,190,15,1,190,7.569856
Gelashift,hp,57,944,167,59,108,1,59,5.882643
Gelashift,attack,114,944,279,171,108,1,171,7.417853
Gelashift,defense,61,944,151,84,67,1,84,6.392317
Gelashift,special attack,99,944,106,63,43,1,63,5.97728
Gelashift,special defense,72,944,93,66,27,1,66,6.044394
Gelashift,speed,44,944,173,75,98,1,75,6.228819
Gelashift,base_stat_total,447,944,152,90,62,1,90,6.491853
Gelashift,weight,49,944,243,160,83,1,162,7.33985
Gelashift,height,5,944,213,137,76,1,138,7.108524
Gelashift,move,Powder Snow,944,416,119,297,1,121,6.918863
Geldracon,classification,Crystal Geminon,911,253,176,77,1,176,7.456306
Geldracon,types,ice | dragon,911,236,164,72,1,165,7.366322
Geldracon,ability,Weak Armor,911,139,120,19,1,120,6.906891
Geldracon,hp,80,911,96,36,60,1,36,5.169925
Geldracon,attack,93,911,146,68,78,1,68,6.087463
Geldracon,defense,94,911,180,69,111,1,69,6.108524
Geldracon,special attack,90,911,88,56,32,1,56,5.807355
Geldracon,special defense,227,911,226,161,65,1,162,7.33985
Geldracon,speed,59,911,206,71,135,1,71,6.149747
Geldracon,base_stat_total,643,911,108,75,33,1,75,6.228819
Geldracon,weight,644,911,184,105,79,1,103,6.67615
Geldracon,height,2,911,166,100,66,1,98,6.603856
Geldracon,move,Dynamax Cannon,911,267,113,154,1,113,6.820179
Geldrakos,classification,Crystal Geminon,707,153,81,72,1,81,6.33985
Geldrakos,types,ice | dragon,707,133,78,55,1,80,6.321928
Geldrakos,ability,Magic Bounce,707,132,117,15,1,117,6.870365
Geldrakos,hp,93,707,80,33,47,1,33,5.044394
Geldrakos,attack,109,707,132,68,64,1,68,6.087463
Geldrakos,defense,125,707,133,76,57,1,76,6.247928
Geldrakos,special attack,120,707,99,71,28,1,72,6.169925
Geldrakos,special defense,272,707,186,126,60,1,126,6.97728
Geldrakos,speed,65,707,128,58,70,1,58,5.857981
Geldrakos,base_stat_total,784,707,95,59,36,1,59,5.882643
Geldrakos,weight,758,707,88,54,34,1,54,5.754888
Geldrakos,height,2,707,82,49,33,1,49,5.61471
Geldrakos,move,Dragon Rush,707,245,107,138,1,107,6.741467
Gelignispor,classification,Lichen Geminon,474,194,127,67,1,128,7.0
Gelignispor,types,ice | fire,474,158,136,22,1,136,7.087463
Gelignispor,ability,Effect Spore,474,92,88,4,1,88,6.459432
Gelignispor,hp,60,474,106,37,69,1,37,5.209453
Gelignispor,attack,51,474,90,50,40,1,50,5.643856
Gelignispor,defense,60,474,78,29,49,1,29,4.857981
Gelignispor,special attack,100,474,206,119,87,1,120,6.906891
Gelignispor,special defense,90,474,78,38,40,1,38,5.247928
Gelignispor,speed,72,474,147,61,86,1,61,5.930737
Gelignispor,base_stat_total,433,474,108,58,50,1,58,5.857981
Gelignispor,weight,852,474,134,91,43,1,91,6.507795
Gelignispor,height,21,474,113,70,43,1,70,6.129283
Gelignispor,move,Inferno,474,282,85,197,1,85,6.409391
Gelshard,classification,Shard Geminon,1055,304,190,114,1,190,7.569856
Gelshard,types,ice,1055,279,266,13,1,279,8.120191
Gelshard,ability,Water Veil,1055,158,143,15,1,143,7.159871
Gelshard,hp,48,1055,172,74,98,1,73,6.182426
Gelshard,attack,55,1055,148,81,67,1,79,6.290467
Gelshard,defense,65,1055,133,73,60,1,73,6.189825
Gelshard,special attack,60,1055,89,65,24,1,63,5.960829
Gelshard,special defense,136,1055,320,226,94,1,226,7.820179
Gelshard,speed,37,1055,217,103,114,1,104,6.70044
Gelshard,base_stat_total,401,1055,156,100,56,1,100,6.643856
Gelshard,weight,379,1055,217,133,84,1,133,7.055282
Gelshard,height,1,1055,187,107,80,1,107,6.741467
Gelshard,move,Sheer Cold,1055,327,165,162,1,167,7.383704
Geysitan,classification,Vent Geminon,320,132,87,45,1,88,6.459432
Geysitan,types,water,320,127,120,7,1,127,6.988685
Geysitan,ability,Shield Dust,320,59,57,2,1,57,5.83289
Geysitan,hp,48,320,69,20,49,1,20,4.321928
Geysitan,attack,57,320,42,16,26,1,16,4.0
Geysitan,defense,79,320,50,18,32,1,18,4.169925
Geysitan,special attack,98,320,112,63,49,1,63,5.97728
Geysitan,special defense,84,320,49,25,24,1,26,4.70044
Geysitan,speed,80,320,94,35,59,1,35,5.129283
Geysitan,base_stat_total,446,320,77,37,40,1,37,5.209453
Geysitan,weight,659,320,92,48,44,1,48,5.584963
Geysitan,height,7,320,77,43,34,1,43,5.426265
Geysitan,move,Steam Eruption,320,161,48,113,1,48,5.584963
Geyspark,classification,Vent Geminon,912,300,190,110,1,191,7.577429
Geyspark,types,fire,912,303,290,13,1,302,8.232286
Geyspark,ability,Rain Dish,912,121,108,13,1,108,6.754888
Geyspark,hp,67,912,212,52,160,1,52,5.70044
Geyspark,attack,60,912,138,61,77,1,61,5.930737
Geyspark,defense,70,912,129,67,62,1,65,6.006388
Geyspark,special attack,71,912,181,102,79,1,103,6.686501
Geyspark,special defense,68,912,97,44,53,1,42,5.368523
Geyspark,speed,59,912,190,79,111,1,79,6.303781
Geyspark,base_stat_total,395,912,164,85,79,1,85,6.403009
Geyspark,weight,492,912,185,104,81,1,103,6.681209
Geyspark,height,1,912,173,104,69,1,103,6.681209
Geyspark,move,Mind Blown,912,348,145,203,1,145,7.179909
Geystir,classification,Geyser Geminon,449,200,126,74,1,125,6.961407
Geystir,types,fire,449,193,185,8,1,196,7.6119
Geystir,ability,Swift Swim,449,104,104,0,1,103,6.681209
Geystir,hp,12,449,176,103,73,1,105,6.714246
Geystir,attack,26,449,94,52,42,1,53,5.72792
Geystir,defense,106,449,183,121,62,1,121,6.918863
Geystir,special attack,75,449,74,39,35,1,40,5.321928
Geystir,special defense,49,449,45,33,12,1,33,5.044394
Geystir,speed,37,449,146,84,62,1,84,6.392317
Geystir,base_stat_total,305,449,100,59,41,1,59,5.882643
Geystir,weight,68,449,150,98,52,1,98,6.61471
Geystir,height,4,449,129,84,45,1,85,6.409391
Geystir,move,Fire Punch,449,178,91,87,1,92,6.517653
Glacian,classification,Crystal Geminon,1263,292,195,97,1,196,7.61471
Glacian,types,ice,1263,283,250,33,1,264,8.044394
Glacian,ability,Innards Out,1263,237,221,16,1,216,7.72632
Glacian,hp,162,1263,390,176,214,1,176,7.459432
Glacian,attack,56,1263,221,74,147,1,75,6.228819
Glacian,defense,162,1263,398,206,192,1,205,7.676792
Glacian,special attack,112,1263,142,67,75,1,69,6.108524
Glacian,special defense,134,1263,215,95,120,1,94,6.548803
Glacian,speed,72,1263,294,123,171,1,123,6.942515
Glacian,base_stat_total,698,1263,236,113,123,1,114,6.83289
Glacian,weight,1238,1263,221,133,88,1,134,7.066089
Glacian,height,28,1263,186,110,76,1,110,6.78136
Glacian,move,Icicle Crash,1263,412,142,270,1,143,7.159871
Glacibinder,classification,Cord Geminon,1308,416,241,175,1,241,7.912889
Glacibinder,types,normal | ice,1308,333,263,70,1,265,8.045715
Glacibinder,ability,Intimidate,1308,270,253,17,1,253,7.982994
Glacibinder,hp,226,1308,480,159,321,1,162,7.33985
Glacibinder,attack,139,1308,276,90,186,1,90,6.491853
Glacibinder,defense,95,1308,181,87,94,1,87,6.442943
Glacibinder,special attack,288,1308,339,211,128,1,211,7.721099
Glacibinder,special defense,218,1308,166,100,66,1,100,6.643856
Glacibinder,speed,132,1308,282,131,151,1,132,7.044394
Glacibinder,base_stat_total,1098,1308,267,174,93,1,175,7.451211
Glacibinder,weight,222,1308,251,171,80,1,171,7.417853
Glacibinder,height,42,1308,222,140,82,1,140,7.129283
Glacibinder,move,Pain Split,1308,632,226,406,1,227,7.824118
Glacibloc,classification,Block Geminon,1152,353,229,124,1,229,7.839204
Glacibloc,types,ice,1152,355,332,23,1,352,8.459432
Glacibloc,ability,Merciless,1152,261,248,13,1,250,7.965784
Glacibloc,hp,30,1152,246,101,145,1,101,6.658211
Glacibloc,attack,59,1152,228,101,127,1,101,6.658211
Glacibloc,defense,87,1152,326,190,136,1,193,7.592457
Glacibloc,special attack,47,1152,103,51,52,1,51,5.672425
Glacibloc,special defense,52,1152,123,67,56,1,67,6.066089
Glacibloc,speed,73,1152,250,97,153,1,97,6.599913
Glacibloc,base_stat_total,348,1152,187,110,77,1,110,6.78136
Glacibloc,weight,1264,1152,251,173,78,1,173,7.431449
Glacibloc,height,3,1152,234,155,79,1,156,7.281882
Glacibloc,move,Ice Punch,1152,386,162,224,1,164,7.357552
Glaciflora,classification,Blossom Geminon,1340,432,258,174,1,258,8.00408
Glaciflora,types,ice | fairy,1340,334,236,98,1,236,7.874839
Glaciflora,ability,Water Compaction,1340,228,207,21,1,207,7.690824
Glaciflora,hp,211,1340,543,157,386,1,156,7.281882
Glaciflora,attack,62,1340,258,90,168,1,91,6.507795
Glaciflora,defense,199,1340,459,191,268,1,190,7.566958
Glaciflora,special attack,132,1340,146,77,69,1,77,6.266787
Glaciflora,special defense,191,1340,313,129,184,1,128,6.995723
Glaciflora,speed,85,1340,299,98,201,1,98,6.61471
Glaciflora,base_stat_total,880,1340,267,126,141,1,126,6.97728
Glaciflora,weight,1732,1340,275,172,103,1,170,7.39862
Glaciflora,height,36,1340,216,143,73,1,141,7.12662
Glaciflora,move,Floral Healing,1340,525,216,309,1,216,7.754888
Glacigel,classification,Slush Geminon,761,313,229,84,1,230,7.843091
Glacigel,types,ice,761,291,288,3,1,296,8.207585
Glacigel,ability,Gooey,761,164,162,2,1,162,7.33985
Glacigel,hp,43,761,172,63,109,1,63,5.97728
Glacigel,attack,63,761,73,36,37,1,36,5.169925
Glacigel,defense,9,761,324,167,157,1,168,7.389045
Glacigel,special attack,96,761,272,125,147,1,126,6.97728
Glacigel,special defense,82,761,55,33,22,1,33,5.044394
Glacigel,speed,109,761,353,148,205,1,147,7.19594
Glacigel,base_stat_total,402,761,165,78,87,1,77,6.259761
Glacigel,weight,210,761,216,149,67,1,149,7.219169
Glacigel,height,16,761,209,126,83,1,126,6.97728
Glacigel,move,Sheer Cold,761,417,152,265,1,153,7.245448
Glacite,classification,Crystal Geminon,1383,397,260,137,1,264,8.044394
Glacite,types,ice,1383,359,341,18,1,352,8.459432
Glacite,ability,Iron Barbs,1383,238,223,15,1,222,7.791931
Glacite,hp,104,1383,357,142,215,1,141,7.135663
Glacite,attack,33,1383,346,116,230,1,114,6.816991
Glacite,defense,98,1383,436,210,226,1,205,7.657103
Glacite,special attack,66,1383,130,89,41,1,87,6.416799
Glacite,special defense,91,1383,246,125,121,1,120,6.869784
Glacite,speed,48,1383,498,137,361,1,137,7.098032
